owner,name,createdAt,pushedAt,isMirror,diskUsage,primaryLanguage,languages,contributors,watchers,stargazers,forks,issues,commits,pullRequests,branches,tags,releases,description
raspberrypi,linux,2012-01-17 12:10:20,2024-06-29 11:14:55,False,4090913,C,21,9977,749,10855,4879,3830,1226342,2378,92,101,0,Kernel source tree for Raspberry Pi-provided kernel builds. Issues unrelated to the linux kernel should be posted on the community forum at https://forums.raspberrypi.com/
Chia-Network,chia-blockchain,2019-07-16 08:32:40,2024-06-29 13:23:11,False,134835,Python,5,184,320,10848,2024,4914,12741,8633,877,192,190,"Chia blockchain python implementation (full node, farmer, harvester, timelord, and wallet)"
JustArchiNET,ArchiSteamFarm,2015-10-25 05:12:33,2024-06-30 02:14:28,False,234927,C#,6,44,229,10845,1034,1264,12441,1490,2,808,802,C# application with primary purpose of farming Steam cards from multiple accounts simultaneously.
element-hq,element-web,2015-07-22 05:32:15,2024-06-26 18:19:22,False,99378,TypeScript,8,552,225,10803,1899,22835,13776,3217,186,525,495,A glossy Matrix collaboration client for the web.
hrydgard,ppsspp,2012-11-01 08:41:48,2024-06-29 23:11:02,False,305577,C++,18,384,516,10776,2123,9024,40538,10142,53,120,69,"A PSP emulator for Android, Windows, Mac and Linux, written in C++. Want to contribute? Join us on Discord at https://discord.gg/5NJB6dD or just send pull requests / issues. For discussion use the forums at forums.ppsspp.org."
h2o,h2o,2014-08-16 23:59:03,2024-06-25 14:33:12,False,121197,C,14,134,387,10764,828,1314,11937,2062,1434,73,70,"H2O - the optimized HTTP/1, HTTP/2, HTTP/3 server"
phalcon,cphalcon,2011-11-26 05:52:50,2024-06-16 15:23:43,False,227689,PHP,12,273,623,10755,2069,4974,17000,4545,16,153,117,"High performance, full-stack PHP framework delivered as a C extension."
google,or-tools,2015-02-21 01:25:35,2024-06-28 15:23:04,False,1281861,C++,19,149,302,10742,2082,2886,13131,445,24,48,47,Google's Operations Research tools:
Unleash,unleash,2014-09-29 12:50:46,2024-06-29 18:51:37,False,226692,TypeScript,10,190,70,10667,663,728,11508,6651,407,843,744,Open-source feature management solution built for developers.
dagster-io,dagster,2018-04-30 16:30:04,2024-06-30 02:53:16,False,1061457,Python,14,428,115,10659,1323,7064,18985,13987,2251,754,313,"An orchestration platform for the development, production, and observation of data assets."
PCSX2,pcsx2,2013-12-22 17:56:48,2024-06-30 14:25:56,False,222556,C++,16,313,347,10606,1541,4434,19474,6490,30,3959,1000,PCSX2 - The Playstation 2 Emulator
sonic-pi-net,sonic-pi,2013-04-29 11:17:54,2024-06-28 01:06:07,False,377216,C++,19,537,297,10605,911,1858,10959,1486,5,35,33,Code. Music. Live.
cockpit-project,cockpit,2013-11-01 17:36:46,2024-06-30 11:32:55,False,194065,JavaScript,12,194,193,10603,1068,5552,21570,14644,8,387,379,Cockpit is a web-based graphical interface for servers.
signalapp,Signal-iOS,2014-05-04 15:42:40,2024-06-27 20:25:09,False,1346704,Swift,10,183,376,10588,2953,3176,33924,2612,1,1911,177,A private messenger for iOS.
winsiderss,systeminformer,2016-02-01 08:10:21,2024-06-29 01:02:12,False,1347833,C,5,75,283,10512,1354,1510,12341,420,4,4,4,"A free, powerful, multi-purpose tool that helps you monitor system resources, debug software and detect malware. Brought to you by Winsider Seminars & Solutions, Inc. @ http://www.windows-internals.com"
AudioKit,AudioKit,2014-01-21 08:16:07,2024-06-24 18:50:20,False,119536,Swift,1,186,315,10506,1543,1384,12434,1527,6,105,83,"Audio synthesis, processing, & analysis platform for iOS, macOS and tvOS"
vuestorefront,vue-storefront,2017-08-15 06:33:52,2024-06-28 12:33:57,False,129360,TypeScript,5,348,272,10502,2074,2617,17092,4310,546,199,109,Alokai is a Frontend as a Service solution that simplifies composable commerce. It connects all the technologies needed to build and deploy fast & scalable ecommerce frontends. It guides merchants to deliver exceptional customer experiences quickly and easily.
FreeRDP,FreeRDP,2011-06-30 19:14:15,2024-06-28 09:06:17,False,62854,C,15,368,383,10501,14609,4333,18974,5563,5,67,49,FreeRDP is a free remote desktop protocol library and clients
assimp,assimp,2010-05-05 12:53:45,2024-06-29 17:27:07,False,202137,C++,29,581,309,10474,2850,2833,12471,2637,71,35,32,The official Open-Asset-Importer-Library Repository. Loads 40+ 3D-file-formats into one unified and clean data structure. 
trustedsec,social-engineer-toolkit,2012-12-31 22:01:33,2024-06-18 00:50:05,False,179614,Python,8,74,616,10447,2693,918,15819,150,2,105,0,The Social-Engineer Toolkit (SET) repository from TrustedSec - All new versions of SET will be deployed here.
tamagui,tamagui,2020-10-16 21:19:51,2024-06-30 09:54:40,False,475836,TypeScript,13,176,42,10417,424,1044,10032,1444,223,1040,969,"Style React fast with 100% parity on React Native, an optional UI kit, and optimizing compiler."
snipe,snipe-it,2013-11-12 22:25:47,2024-06-28 08:01:28,False,206272,PHP,10,261,343,10263,3050,10554,14119,3697,67,259,249,A free open source IT asset/license management system
Sonarr,Sonarr,2011-09-27 05:57:16,2024-06-30 10:56:35,False,295534,C#,10,427,236,10255,1306,5109,10584,1790,31,99,43,Smart PVR for newsgroup and bittorrent users.
minetest,minetest,2011-08-07 13:48:36,2024-06-30 13:21:07,False,107673,C++,12,733,320,10227,1965,7514,11665,7216,6,63,27,Minetest is an open source voxel game-creation platform with easy modding and game creation
cdnjs,cdnjs,2011-02-25 05:53:47,2024-06-21 22:27:38,False,51560340,,0,1442,271,10218,4512,5886,207095,8230,1,8,0,🤖 CDN assets - The #1 free and open source CDN built to make life easier for developers.
ArduPilot,ardupilot,2013-01-09 00:58:52,2024-06-30 03:30:19,False,357337,C++,26,790,658,10157,16713,6913,63719,20500,71,494,60,"ArduPlane, ArduCopter, ArduRover, ArduSub source"
weaviate,weaviate,2016-03-30 15:03:17,2024-06-30 11:34:03,False,1010293,Go,10,100,114,10152,693,2300,12437,2925,429,264,246,"Weaviate is an open-source vector database that stores both objects and vectors, allowing for the combination of vector search with structured filtering with the fault tolerance and scalability of a cloud-native database​."
google,oss-fuzz,2016-07-20 19:39:50,2024-06-30 11:19:11,False,44983,Shell,16,938,254,10121,2152,2295,10674,9787,199,0,0,OSS-Fuzz - continuous fuzzing for open source software.
sourcegraph,sourcegraph-public-snapshot,2015-08-24 07:27:28,2024-09-02 11:52:13,False,1341629,Go,38,467,179,10100,1266,21625,37755,42296,3630,700,94,Code AI platform with Code Search & Cody
optuna,optuna,2018-02-21 06:12:56,2024-06-30 07:43:06,False,19495,Python,4,238,118,10095,980,1642,17841,3563,29,64,64,A hyperparameter optimization framework
MicrosoftDocs,azure-docs,2016-11-02 22:00:37,2024-06-30 11:18:16,False,24058563,Markdown,3,10000,570,10075,21124,83239,1261926,39588,25,0,0,Open source documentation of Microsoft Azure
django-cms,django-cms,2009-03-05 10:14:18,2024-06-28 13:50:38,False,105419,Python,5,390,395,10005,3061,3513,16118,4359,38,165,16,The easy-to-use and developer-friendly enterprise CMS powered by Django 
RT-Thread,rt-thread,2013-01-02 14:49:21,2024-06-30 14:26:04,False,865354,C,21,701,528,9994,4890,1352,16173,7737,11,40,35,RT-Thread is an open source IoT real-time operating system (RTOS).
zephyrproject-rtos,zephyr,2016-05-26 17:54:19,2024-06-30 13:40:14,False,660945,C,25,2248,400,9989,6150,21684,98432,51768,86,190,119,"Primary Git Repository for the Zephyr Project. Zephyr is a new generation, scalable, optimized, secure RTOS for multiple hardware architectures."
WordPress,gutenberg,2017-02-03 19:34:19,2024-06-30 09:31:08,False,873219,JavaScript,16,1221,353,9979,4007,27321,32310,34903,2713,16179,506,The Block Editor project for WordPress and beyond. Plugin is available from the official repository.
Activiti,Activiti,2012-09-13 11:34:43,2024-06-28 14:57:50,False,123320,Java,3,208,630,9972,6923,2326,11056,2372,82,990,821,"Activiti is a light-weight workflow and Business Process Management (BPM) Platform targeted at business people, developers and system admins. Its core is a super-fast and rock-solid BPMN 2 process engine for Java. It's open-source and distributed under the Apache license. Activiti runs in any Java application, on a server, on a cluster or in the cloud. It integrates perfectly with Spring, it is extremely lightweight and based on simple concepts. "
CleverRaven,Cataclysm-DDA,2012-09-26 22:57:43,2024-06-30 14:19:47,False,8637568,C++,19,2031,317,9940,4083,27450,113892,46622,26,9388,1000,Cataclysm - Dark Days Ahead. A turn-based survival game set in a post-apocalyptic world.
Z3Prover,z3,2015-03-26 18:16:07,2024-06-26 16:16:02,False,132589,C++,15,282,180,9934,1455,5418,18721,1516,23,43,41,The Z3 Theorem Prover
dart-lang,sdk,2015-05-16 14:14:58,2024-06-29 12:05:16,False,1419575,Dart,19,517,289,9933,1527,54431,101914,1020,16,5777,0,"The Dart SDK, including the VM, dart2js, core libraries, and more."
sourcegraph,sourcegraph,2015-08-24 07:27:28,2024-06-30 09:32:57,False,1210074,Go,38,460,181,9865,1196,21608,36957,41333,3446,691,85,Code AI platform with Code Search & Cody
doctrine,orm,2010-04-06 21:42:59,2024-06-28 13:51:48,False,52499,PHP,2,796,253,9861,2498,6210,14535,5029,40,170,118,Doctrine Object Relational Mapper (ORM)
trinodb,trino,2019-01-19 06:38:14,2024-06-30 13:14:06,False,251632,Java,12,1144,169,9833,2848,6373,38353,15706,21,384,0,"Official repository of Trino, the distributed SQL query engine for big data, formerly known as PrestoSQL (https://trino.io)"
openframeworks,openFrameworks,2009-10-21 21:55:54,2024-06-26 18:06:45,False,2202828,C++,16,318,515,9828,2555,4099,17352,3863,10,40,5,openFrameworks is a community-developed cross platform toolkit for creative coding in C++.
qgis,QGIS,2011-05-02 08:06:26,2024-06-30 13:24:15,False,3874052,C++,21,535,352,9817,2896,31406,86820,26478,85,260,85,"QGIS is a free, open source, cross platform (lin/win/mac) geographical information system (GIS)"
juice-shop,juice-shop,2014-09-19 14:53:06,2024-06-29 09:49:22,False,238932,TypeScript,11,114,160,9814,9803,805,20030,1459,10,212,207,OWASP Juice Shop: Probably the most modern and sophisticated insecure web application
primefaces,primeng,2016-01-16 09:23:28,2024-06-30 09:06:30,False,154760,CSS,5,585,305,9808,4499,12662,15717,3245,12,272,272,The Most Complete Angular UI Component Library
libretro,RetroArch,2010-05-27 14:47:40,2024-06-29 13:16:28,False,512651,C,22,575,330,9747,1770,7620,63759,9066,24,127,77,"Cross-platform, sophisticated frontend for the libretro API. Licensed GPLv3."
statsmodels,statsmodels,2011-06-12 17:04:50,2024-06-30 14:26:04,False,53571,Python,12,370,282,9704,2840,5395,15356,3898,20,53,27,Statsmodels: statistical modeling and econometrics in Python
mawww,kakoune,2011-11-03 12:43:55,2024-06-27 12:16:01,False,42864,C++,8,330,112,9694,705,2794,10497,2399,7,21,18,mawww's experiment for a better code editor
thunderbird,thunderbird-android,2011-02-04 02:40:00,2024-06-28 16:00:52,False,108839,Kotlin,4,351,360,9665,2433,4454,14134,3487,52,500,193,K-9 Mail – Open Source Email App for Android
atlas-engineer,nyxt,2017-04-08 22:32:25,2024-06-27 13:13:13,False,52852,Common Lisp,7,119,115,9647,404,2219,13071,1181,5,67,46,Nyxt - the hacker's browser.
PointCloudLibrary,pcl,2013-02-12 16:40:25,2024-06-28 22:20:09,False,238302,C++,10,520,424,9645,4594,2694,14419,3375,1,51,37,Point Cloud Library (PCL)
misskey-dev,misskey,2016-12-25 13:16:07,2024-06-30 13:25:36,False,155132,TypeScript,12,274,97,9638,1279,6903,25644,7007,34,993,987,🌎 An interplanetary microblogging platform 🚀
great-expectations,great_expectations,2017-09-11 00:18:46,2024-06-28 22:11:27,False,202431,Python,8,408,82,9624,1493,1840,12425,8069,443,289,253,Always know what to expect from your data.
hashicorp,terraform-provider-aws,2017-06-05 20:37:52,2024-06-29 21:46:54,False,571046,Go,9,4040,445,9606,8990,18534,98722,19639,41,391,291,The AWS Provider enables Terraform to manage AWS resources.
numba,numba,2012-03-08 11:12:43,2024-06-30 08:49:41,False,77688,Python,8,317,202,9603,1111,5174,26140,4448,38,207,19,NumPy aware dynamic Python compiler using LLVM
wazuh,wazuh,2015-08-11 17:39:03,2024-06-30 13:31:39,False,377108,C,15,350,212,9602,1518,16346,34628,7345,869,109,106,Wazuh - The Open Source Security Platform. Unified XDR and SIEM protection for endpoints and cloud workloads.
openwall,john,2011-12-16 19:43:47,2024-06-29 19:07:25,False,130861,C,15,170,263,9598,2040,3159,16700,2329,3,19,0,"John the Ripper jumbo - advanced offline password cracker, which supports hundreds of hash and cipher types, and runs on many operating systems, CPUs, GPUs, and even some FPGAs"
nmap,nmap,2012-03-09 14:47:43,2024-06-27 19:45:04,True,111837,C,27,14,445,9561,2325,1693,13015,842,2,0,0,Nmap - the Network Mapper. Github mirror of official SVN repository.
stanfordnlp,CoreNLP,2013-06-27 21:13:49,2024-06-27 17:19:30,False,381545,Java,12,126,487,9551,2701,1112,17258,295,13,32,16,"CoreNLP: A Java suite of core NLP tools for tokenization, sentence segmentation, NER, parsing, coreference, sentiment analysis, etc."
zotero,zotero,2011-10-27 07:46:48,2024-06-29 06:00:06,False,202979,JavaScript,16,75,138,9549,724,3112,14429,1172,7,352,0,"Zotero is a free, easy-to-use tool to help you collect, organize, annotate, cite, and share your research sources."
libgit2,libgit2,2010-09-10 16:17:48,2024-06-29 10:41:08,False,70904,C,4,506,399,9506,2371,2065,15577,4623,110,110,96,"A cross-platform, linkable library implementation of Git that you can use in your application."
Radarr,Radarr,2016-12-25 11:38:26,2024-06-30 04:26:07,False,311606,C#,9,666,200,9494,961,7689,12526,2419,47,184,136,Movie organizer/manager for usenet and torrent users.
xmake-io,xmake,2015-04-23 03:37:31,2024-06-30 14:12:54,False,35530,Lua,38,168,140,9476,761,3038,14138,1253,4,73,73,🔥 A cross-platform build utility based on Lua
qutebrowser,qutebrowser,2014-06-26 14:59:34,2024-06-30 03:58:37,False,62720,Python,12,360,164,9457,1010,5483,25123,2213,43,90,90,"A keyboard-driven, vim-like browser based on Python and Qt."
doctrine,dbal,2010-05-20 17:01:42,2024-06-27 14:56:21,False,40583,PHP,1,451,114,9397,1324,2564,12210,3863,5,170,111,Doctrine Database Abstraction Layer
pypa,pip,2011-03-06 14:30:46,2024-06-30 11:14:46,False,70698,Python,2,699,320,9359,2979,7226,14646,5523,4,148,0,The Python package installer
OpenMined,PySyft,2017-07-18 20:41:16,2024-06-30 13:21:00,False,683611,Python,12,430,198,9356,1988,3389,30640,5512,278,168,132,Perform data science on data that remains in someone else's server
robotframework,robotframework,2014-06-27 11:10:38,2024-06-30 13:57:07,False,155115,Python,5,188,480,9337,2278,4424,14585,728,17,146,81,Generic automation framework for acceptance testing and RPA
playcanvas,engine,2014-05-12 11:24:30,2024-06-29 18:05:45,False,328004,JavaScript,4,125,314,9313,1318,2149,11476,4329,68,857,345,"JavaScript game engine built on WebGL, WebGPU, WebXR and glTF"
TrinityCore,TrinityCore,2010-12-28 23:40:07,2024-06-30 02:36:02,False,1253869,C++,12,539,714,9250,5995,22429,42736,7255,4,124,90,"TrinityCore Open Source MMO Framework (master = 10.2.7.55261, 3.3.5 = 3.3.5a.12340, wotlk_classic = 3.4.3.54261, cata classic =  4.4.0.55262)"
woocommerce,woocommerce,2011-08-09 15:12:11,2024-06-30 00:04:10,False,738147,PHP,15,1899,573,9198,10740,28133,64341,19799,1301,754,498,"A customizable, open-source ecommerce platform built on WordPress. Build any commerce solution you can imagine."
awsdocs,aws-doc-sdk-examples,2016-08-18 19:06:57,2024-06-29 00:08:49,False,279066,Java,27,358,202,9152,5531,2161,16054,4410,8,1,0,"Welcome to the AWS Code Examples Repository.  This repo contains code examples used in the AWS documentation, AWS SDK Developer Guides, and more. For more information, see the Readme.md file below."
cython,cython,2010-11-21 07:44:20,2024-06-30 13:57:49,False,73863,Python,11,468,238,9133,1466,3636,18485,2623,28,205,32,The most widely used Python to C compiler
sqlalchemy,sqlalchemy,2018-11-27 03:35:03,2024-06-28 16:34:42,False,86575,Python,2,621,99,9113,1367,7803,17031,805,17,310,167,The Database Toolkit for Python
TheOdinProject,curriculum,2013-06-11 03:22:30,2024-06-30 12:50:33,False,133469,JavaScript,1,6585,238,9064,12554,1901,63532,26264,25,0,0,The open curriculum for learning web development
nopSolutions,nopCommerce,2014-04-09 05:47:50,2024-06-28 08:45:24,False,1272798,C#,8,174,624,9062,5185,6243,14822,987,14,60,58,ASP.NET Core eCommerce software. nopCommerce is a free and open-source shopping cart.
chakra-core,ChakraCore,2016-01-05 19:05:31,2024-06-14 08:02:54,False,183938,JavaScript,15,158,429,9058,1191,2201,13064,4747,22,61,61,ChakraCore is an open source Javascript engine with a C API.
darktable-org,darktable,2012-03-21 21:53:04,2024-06-30 13:13:21,False,1271802,C,20,483,173,9052,1106,7150,41441,9919,45,134,74,darktable is an open source photography workflow application and raw developer
mdn,content,2020-09-15 15:42:29,2024-06-30 11:31:25,False,348770,Markdown,4,4373,259,8954,22439,7921,22797,24788,17,0,0,The content behind MDN Web Docs
